team_id,meeting_id,agenda_item_id,turn_id,turn_position,speaker_role,is_junior,text,is_critical,ai_suggestion_visible,sequence_condition,accountability
T3,T3_M2,T3_M2_A3,178,4,junior_eng,1,Synthetic utterance raising a concern about trade-offs and risks under HUMAN_FIRST with no accountability.,1,0,HUMAN_FIRST,0
T3,T3_M2,T3_M2_A3,179,5,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M2,T3_M2_A3,180,6,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A1,181,1,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A1,182,2,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A1,183,3,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A1,184,4,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A1,185,5,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A1,186,6,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A2,187,1,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A2,188,2,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A2,189,3,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A2,190,4,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A2,191,5,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A2,192,6,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A3,193,1,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A3,194,2,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A3,195,3,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A3,196,4,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A3,197,5,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M3,T3_M3_A3,198,6,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T3,T3_M4,T3_M4_A1,199,1,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A1,200,2,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A1,201,3,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A1,202,4,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A1,203,5,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A1,204,6,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A2,205,1,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A2,206,2,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A2,207,3,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A2,208,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A2,209,5,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A2,210,6,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A3,211,1,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A3,212,2,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A3,213,3,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A3,214,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A3,215,5,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T3,T3_M4,T3_M4_A3,216,6,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M1,T4_M1_A1,217,1,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A1,218,2,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A1,219,3,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A1,220,4,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A1,221,5,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A1,222,6,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A2,223,1,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A2,224,2,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A2,225,3,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A2,226,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A2,227,5,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A2,228,6,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A3,229,1,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A3,230,2,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A3,231,3,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A3,232,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A3,233,5,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M1,T4_M1_A3,234,6,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T4,T4_M2,T4_M2_A1,235,1,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A1,236,2,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A1,237,3,director,0,Synthetic utterance raising a concern about trade-offs and risks under AI_FIRST with accountability.,1,1,AI_FIRST,1
T4,T4_M2,T4_M2_A1,238,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A1,239,5,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A1,240,6,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A2,241,1,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A2,242,2,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A2,243,3,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A2,244,4,senior_eng,0,Synthetic utterance raising a concern about trade-offs and risks under AI_FIRST with accountability.,1,1,AI_FIRST,1
T4,T4_M2,T4_M2_A2,245,5,junior_pm,1,Synthetic utterance raising a concern about trade-offs and risks under AI_FIRST with accountability.,1,1,AI_FIRST,1
T4,T4_M2,T4_M2_A2,246,6,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A3,247,1,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A3,248,2,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A3,249,3,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A3,250,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A3,251,5,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M2,T4_M2_A3,252,6,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M3,T4_M3_A1,253,1,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A1,254,2,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A1,255,3,junior_eng,1,Synthetic utterance raising a concern about trade-offs and risks under STATUS_QUO with accountability.,1,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A1,256,4,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A1,257,5,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A1,258,6,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A2,259,1,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A2,260,2,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A2,261,3,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A2,262,4,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A2,263,5,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A2,264,6,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A3,265,1,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A3,266,2,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A3,267,3,director,0,Synthetic utterance raising a concern about trade-offs and risks under STATUS_QUO with accountability.,1,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A3,268,4,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A3,269,5,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M3,T4_M3_A3,270,6,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T4,T4_M4,T4_M4_A1,271,1,junior_pm,1,Synthetic utterance raising a concern about trade-offs and risks under AI_FIRST with accountability.,1,1,AI_FIRST,1
T4,T4_M4,T4_M4_A1,272,2,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A1,273,3,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A1,274,4,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A1,275,5,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A1,276,6,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A2,277,1,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A2,278,2,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A2,279,3,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A2,280,4,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A2,281,5,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A2,282,6,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A3,283,1,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A3,284,2,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A3,285,3,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A3,286,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A3,287,5,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T4,T4_M4,T4_M4_A3,288,6,junior_eng,1,Synthetic utterance raising a concern about trade-offs and risks under AI_FIRST with accountability.,1,1,AI_FIRST,1
T5,T5_M1,T5_M1_A1,289,1,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A1,290,2,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A1,291,3,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A1,292,4,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A1,293,5,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A1,294,6,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A2,295,1,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A2,296,2,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A2,297,3,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A2,298,4,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A2,299,5,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A2,300,6,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A3,301,1,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A3,302,2,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A3,303,3,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A3,304,4,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A3,305,5,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M1,T5_M1_A3,306,6,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T5,T5_M2,T5_M2_A1,307,1,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A1,308,2,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A1,309,3,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A1,310,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A1,311,5,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A1,312,6,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A2,313,1,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A2,314,2,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A2,315,3,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A2,316,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A2,317,5,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A2,318,6,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A3,319,1,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A3,320,2,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A3,321,3,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A3,322,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A3,323,5,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M2,T5_M2_A3,324,6,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M3,T5_M3_A1,325,1,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A1,326,2,junior_pm,1,Synthetic utterance raising a concern about trade-offs and risks under AI_FIRST with accountability.,1,1,AI_FIRST,1
T5,T5_M3,T5_M3_A1,327,3,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A1,328,4,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A1,329,5,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A1,330,6,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A2,331,1,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A2,332,2,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A2,333,3,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A2,334,4,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A2,335,5,junior_pm,1,Synthetic utterance raising a concern about trade-offs and risks under AI_FIRST with accountability.,1,1,AI_FIRST,1
T5,T5_M3,T5_M3_A2,336,6,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A3,337,1,senior_eng,0,Synthetic utterance raising a concern about trade-offs and risks under AI_FIRST with accountability.,1,1,AI_FIRST,1
T5,T5_M3,T5_M3_A3,338,2,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A3,339,3,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A3,340,4,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A3,341,5,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M3,T5_M3_A3,342,6,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with accountability.,0,1,AI_FIRST,1
T5,T5_M4,T5_M4_A1,343,1,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A1,344,2,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A1,345,3,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A1,346,4,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A1,347,5,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A1,348,6,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A2,349,1,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A2,350,2,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A2,351,3,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A2,352,4,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A2,353,5,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A2,354,6,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A3,355,1,junior_pm,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A3,356,2,junior_eng,1,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A3,357,3,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A3,358,4,director,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A3,359,5,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
T5,T5_M4,T5_M4_A3,360,6,senior_eng,0,Synthetic utterance offering neutral progress updates under AI_FIRST with no accountability.,0,1,AI_FIRST,0
